invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,Recommendations,warehouse,region,carrier
12194,3309.86,7/4/2024,SKU145,4,Supervalu,OSD,8,65.2,0,yes,yes,no,valid,,0,3309.86,,,WH1,West,Fedex
12194,2856.66,7/4/2024,SKU130,30,Dollar General,OSD,32,76.73,2,yes,yes,no,partially invalid,pod supports partial shortages,2259.66,597,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Southeast,Fedex
12217,1960.32,7/4/2024,SKU114,27,Supervalu,OSD,29,84.84,1,yes,yes,no,partially invalid,pod supports partial shortages,1030.62,929.7,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,West,Fedex
12217,1905.88,7/4/2024,SKU110,48,Supervalu,OSD,48,96.82,3,yes,yes,no,valid,,0,1905.88,,,WH1,East,Fedex
12217,1085.61,7/4/2024,SKU115,15,Kroger,OSD,19,92.07,1,yes,yes,no,valid,,0,1085.61,,,WH3,Northeast,Fedex
12217,4356.32,7/4/2024,SKU105,15,Kroger,OSD,20,62.22,2,yes,yes,no,valid,,0,4356.32,,,WH1,East,Fedex
12217,1366.09,7/4/2024,SKU138,16,Costco,OSD,18,43.35,4,yes,yes,no,invalid,pod does not support shortages,1366.09,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Midwest,Fedex
12217,4303.61,7/4/2024,SKU104,35,Meijer,OSD,39,41.17,3,yes,yes,no,partially invalid,pod supports partial shortages,2021.2,2282.41,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Northwest,Fedex
12391,650.83,7/4/2024,SKU108,29,Meijer,OSD,32,11.83,0,yes,yes,no,valid,,0,650.83,,,WH4,Southeast,Fedex
12391,1275.71,7/4/2024,SKU118,29,Walmart,OSD,30,12.85,2,yes,yes,no,valid,,0,1275.71,,,WH1,Northeast,Fedex
12604,324.92,7/4/2024,SKU124,34,BJ's,OSD,39,51.56,5,yes,yes,no,partially invalid,pod supports partial shortages,70.97,253.95,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH4,Southwest,Fedex
12604,4731.62,7/4/2024,SKU105,10,Costco,OSD,13,72.86,2,yes,yes,no,invalid,pod does not support shortages,4731.62,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Midwest,Fedex
12604,534.4,7/4/2024,SKU140,17,Costco,OSD,22,61.9,1,yes,yes,no,invalid,pod does not support shortages,534.4,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,South,Fedex
12604,1904.61,7/4/2024,SKU121,32,Supervalu,OSD,37,44.23,4,yes,yes,no,invalid,unit_of_measurement,1904.61,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,South,Fedex
12604,2603.14,7/4/2024,SKU138,37,Costco,OSD,41,40.37,4,yes,yes,no,valid,,0,2603.14,,,WH1,West,Fedex
12604,722.15,7/4/2024,SKU105,19,Kroger,OSD,24,82.75,2,yes,yes,no,partially invalid,pod supports partial shortages,611.61,110.54,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,Midwest,Fedex
12789,667.2,7/4/2024,SKU129,9,Walmart,OSD,14,51.16,2,yes,yes,no,invalid,unit_of_measurement,667.2,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,Southwest,Fedex
12789,4875.79,7/4/2024,SKU114,8,Meijer,OSD,10,84.49,1,yes,yes,no,partially invalid,pod supports partial shortages,4119.17,756.62,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,South,Fedex
12789,1128.7,7/4/2024,SKU133,11,Dollar General,OSD,15,43.38,4,yes,yes,no,valid,,0,1128.7,,,WH3,South,Fedex
12789,4152.21,7/4/2024,SKU133,39,Costco,OSD,43,91.05,4,yes,yes,no,invalid,pod does not support shortages,4152.21,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Southwest,Fedex
13173,3434.63,7/4/2024,SKU138,3,Walmart,OSD,7,50.92,4,yes,yes,no,valid,,0,3434.63,,,WH3,Midwest,Fedex
13173,998,7/4/2024,SKU123,2,Dollar General,OSD,7,77.79,2,yes,yes,no,valid,,0,998,,,WH2,Northeast,Fedex
13173,2231.55,7/4/2024,SKU140,12,Kroger,OSD,16,25.73,5,yes,yes,no,invalid,pod does not support shortages,2231.55,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,Southeast,Fedex
13173,3050.22,7/4/2024,SKU149,48,Costco,OSD,50,59.25,5,yes,yes,no,invalid,pod does not support shortages,3050.22,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,South,Fedex
13542,1082.69,7/4/2024,SKU112,20,Costco,OSD,24,61.25,2,yes,yes,no,invalid,pod does not support shortages,1082.69,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,West,Fedex
13542,1415.08,7/4/2024,SKU129,17,Amazon,OSD,21,64.12,4,yes,yes,no,partially invalid,pod supports partial shortages,902.28,512.8,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Southeast,Fedex
13542,1812.27,7/4/2024,SKU145,3,Supervalu,OSD,3,84.71,2,yes,yes,no,valid,,0,1812.27,,,WH1,South,Fedex
13551,4812.47,7/4/2024,SKU120,24,Amazon,OSD,27,15.58,1,yes,yes,no,partially invalid,pod supports partial shortages,3337.53,1474.94,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Northeast,Fedex
13583,3163.35,7/4/2024,SKU141,25,Kroger,OSD,26,33.5,3,yes,yes,no,partially invalid,pod supports partial shortages,1626.62,1536.73,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Northeast,Fedex
13583,3146.09,7/4/2024,SKU124,38,Walmart,OSD,38,35.28,3,yes,yes,no,invalid,pod does not support shortages,3146.09,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Southwest,Fedex
13583,1180.6,7/4/2024,SKU103,35,Costco,OSD,35,68.32,2,yes,yes,no,invalid,unit_of_measurement,1180.6,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,South,Fedex
13583,129.66,7/4/2024,SKU147,23,Meijer,OSD,23,73.64,4,yes,yes,no,partially invalid,pod supports partial shortages,14.02,115.64,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,East,Fedex
13583,3149.13,7/4/2024,SKU146,27,Kroger,OSD,32,70.91,2,yes,yes,no,partially invalid,pod supports partial shortages,1642.66,1506.47,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,West,Fedex
13583,4155.85,7/4/2024,SKU129,45,Costco,OSD,48,17.39,0,yes,yes,no,valid,,0,4155.85,,,WH1,Southeast,Fedex
13936,3368.11,7/4/2024,SKU141,12,Target,OSD,14,99.1,1,yes,yes,no,valid,,0,3368.11,,,WH3,Southeast,Fedex
13936,1743.38,7/4/2024,SKU136,24,Dollar General,OSD,26,78.93,5,yes,yes,no,partially invalid,pod supports partial shortages,1000.28,743.1,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,West,Fedex
14371,4131.64,7/4/2024,SKU129,11,Kroger,OSD,11,50.56,0,yes,yes,no,partially invalid,pod supports partial shortages,952.63,3179.01,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,South,Fedex
14371,4302.23,7/4/2024,SKU131,21,Meijer,OSD,25,83.75,3,yes,yes,no,valid,,0,4302.23,,,WH4,Northwest,Fedex
14371,4073.89,7/4/2024,SKU132,20,Amazon,OSD,21,72.04,0,yes,yes,no,partially invalid,pod supports partial shortages,2052.92,2020.97,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Midwest,Fedex
14371,1497.35,7/4/2024,SKU116,2,Amazon,OSD,3,75.5,4,yes,yes,no,valid,,0,1497.35,,,WH4,Southeast,Fedex
10633,3064.22,7/5/2024,SKU126,50,Dollar General,OSD,55,78.34,2,yes,yes,no,partially invalid,pod supports partial shortages,2507.06,557.16,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Southeast,Fedex
10633,2533.54,7/5/2024,SKU127,35,Dollar General,OSD,39,62.77,0,yes,yes,no,valid,,0,2533.54,,,WH3,Northeast,Fedex
10633,4860.8,7/5/2024,SKU127,17,Meijer,OSD,22,17.22,2,yes,yes,no,partially invalid,pod supports partial shortages,3020.24,1840.56,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,South,Fedex
10633,4417.36,7/5/2024,SKU133,19,Amazon,OSD,21,44.56,0,yes,yes,no,partially invalid,pod supports partial shortages,3661.77,755.59,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Northwest,Fedex
10768,4861.13,7/5/2024,SKU107,46,Walmart,OSD,47,80.87,0,yes,yes,no,invalid,unit_of_measurement,4861.13,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Southwest,Fedex
10768,2050.95,7/5/2024,SKU145,2,Supervalu,OSD,6,25.65,0,yes,yes,no,invalid,pod does not support shortages,2050.95,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,East,Fedex
10768,2807.55,7/5/2024,SKU142,22,Supervalu,OSD,23,57.93,3,yes,yes,no,invalid,pod does not support shortages,2807.55,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,Southwest,Fedex
10815,2446.26,7/5/2024,SKU133,25,Supervalu,OSD,26,10.82,4,yes,yes,no,partially invalid,pod supports partial shortages,733.21,1713.05,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH4,Southwest,Fedex
10815,3434.47,7/5/2024,SKU134,21,BJ's,OSD,24,88.71,5,yes,yes,no,valid,,0,3434.47,,,WH2,Midwest,Fedex
10815,2335.53,7/5/2024,SKU131,43,BJ's,OSD,45,31.69,1,yes,yes,no,partially invalid,pod supports partial shortages,1498.13,837.4,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,West,Fedex
10815,4770.98,7/5/2024,SKU111,11,Meijer,OSD,11,58.17,3,yes,yes,no,partially invalid,pod supports partial shortages,872.01,3898.97,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,Southwest,Fedex
10815,1551.91,7/5/2024,SKU114,33,Kroger,OSD,36,53.69,1,yes,yes,no,partially invalid,pod supports partial shortages,415.55,1136.36,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,South,Fedex
10815,1336.38,7/5/2024,SKU145,19,BJ's,OSD,19,42.1,5,yes,yes,no,valid,,0,1336.38,,,WH4,East,Fedex
10815,305.53,7/5/2024,SKU144,38,Dollar General,OSD,38,15.22,3,yes,yes,no,valid,,0,305.53,,,WH3,Southwest,Fedex
10815,2842.67,7/5/2024,SKU123,30,Meijer,OSD,30,18.12,0,yes,yes,no,invalid,pod does not support shortages,2842.67,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,South,Fedex
10947,4509.74,7/5/2024,SKU143,20,Target,OSD,22,45.89,1,yes,yes,no,valid,,0,4509.74,,,WH3,Southeast,Fedex
10947,4663.72,7/5/2024,SKU135,35,Walmart,OSD,40,42.55,5,yes,yes,no,valid,,0,4663.72,,,WH4,Northwest,Fedex
10947,1487.56,7/5/2024,SKU150,28,Supervalu,OSD,29,75.79,0,yes,yes,no,partially invalid,pod supports partial shortages,363.69,1123.87,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Northeast,Fedex
10947,4865.87,7/5/2024,SKU100,1,Dollar General,OSD,4,68.81,0,yes,yes,no,valid,,0,4865.87,,,WH1,Southwest,Fedex
12147,4501.21,7/5/2024,SKU145,3,Amazon,OSD,5,64.27,5,yes,yes,no,invalid,pod does not support shortages,4501.21,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Northwest,Fedex
12147,4510.87,7/5/2024,SKU122,5,Kroger,OSD,6,99.9,3,yes,yes,no,partially invalid,pod supports partial shortages,1848.78,2662.09,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Southeast,Fedex
12147,4580.89,7/5/2024,SKU143,24,Amazon,OSD,27,75.77,4,yes,yes,no,valid,,0,4580.89,,,WH2,East,Fedex
12147,1057.78,7/5/2024,SKU140,49,Kroger,OSD,51,47.45,3,yes,yes,no,invalid,unit_of_measurement,1057.78,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Southeast,Fedex
12147,480.62,7/5/2024,SKU104,27,Kroger,OSD,28,36.73,3,yes,yes,no,valid,,0,480.62,,,WH1,Southeast,Fedex
12714,1534.53,7/5/2024,SKU133,35,Costco,OSD,37,96.85,4,yes,yes,no,partially invalid,pod supports partial shortages,559.26,975.27,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,Northeast,Fedex
12755,4154.09,7/5/2024,SKU142,8,Walmart,OSD,13,67.4,0,yes,yes,no,partially invalid,pod supports partial shortages,2394.5,1759.59,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,Southwest,Fedex
12755,4814.83,7/5/2024,SKU105,45,BJ's,OSD,47,82.67,2,yes,yes,no,valid,,0,4814.83,,,WH3,Northwest,Fedex
12755,3666.84,7/5/2024,SKU127,33,Kroger,OSD,34,92.17,0,yes,yes,no,valid,,0,3666.84,,,WH3,West,Fedex
12755,520.51,7/5/2024,SKU109,31,Amazon,OSD,32,56.89,1,yes,yes,no,invalid,pod does not support shortages,520.51,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,South,Fedex
12755,378.57,7/5/2024,SKU119,7,Costco,OSD,9,52.39,4,yes,yes,no,valid,,0,378.57,,,WH2,Northeast,Fedex
12755,4626.65,7/5/2024,SKU116,10,Kroger,OSD,15,80.34,2,yes,yes,no,partially invalid,pod supports partial shortages,3080.61,1546.04,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH2,Midwest,Fedex
12755,349.57,7/5/2024,SKU134,35,Costco,OSD,38,11.69,3,yes,yes,no,invalid,pod does not support shortages,349.57,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Southeast,Fedex
12755,4759.59,7/5/2024,SKU113,27,Amazon,OSD,30,79.16,1,yes,yes,no,invalid,pod does not support shortages,4759.59,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,Midwest,Fedex
12755,2203.99,7/5/2024,SKU130,19,Target,OSD,20,92.53,1,yes,yes,no,invalid,pod does not support shortages,2203.99,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH2,Southeast,Fedex
13286,3331.81,7/5/2024,SKU112,45,BJ's,OSD,49,35.77,0,yes,yes,no,invalid,pod does not support shortages,3331.81,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Northwest,Fedex
13286,2863.3,7/5/2024,SKU129,17,Target,OSD,20,63.14,3,yes,yes,no,partially invalid,pod supports partial shortages,1534.84,1328.46,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Southwest,Fedex
13286,588.74,7/5/2024,SKU102,13,Costco,OSD,16,10.81,0,yes,yes,no,valid,,0,588.74,,,WH2,West,Fedex
13286,1334.01,7/5/2024,SKU131,8,Walmart,OSD,12,17.22,1,yes,yes,no,partially invalid,pod supports partial shortages,596.35,737.66,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Midwest,Fedex
13286,3190.53,7/5/2024,SKU137,29,Costco,OSD,32,89.39,5,yes,yes,no,invalid,pod does not support shortages,3190.53,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH2,Southeast,Fedex
13286,567.95,7/5/2024,SKU134,47,Kroger,OSD,50,50.51,3,yes,yes,no,valid,,0,567.95,,,WH4,Southwest,Fedex
13286,792.85,7/5/2024,SKU111,17,Supervalu,OSD,19,70.11,2,yes,yes,no,partially invalid,pod supports partial shortages,227.66,565.19,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Northeast,Fedex
13286,1697.23,7/5/2024,SKU118,41,Meijer,OSD,43,27.77,2,yes,yes,no,valid,,0,1697.23,,,WH1,East,Fedex
13286,2832.29,7/5/2024,SKU117,14,Walmart,OSD,17,57.12,0,yes,yes,no,invalid,pod does not support shortages,2832.29,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,West,Fedex
14132,4296.06,7/5/2024,SKU135,24,Target,OSD,25,79.25,2,yes,yes,no,partially invalid,pod supports partial shortages,1375.8,2920.26,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,West,Fedex
14132,2646.73,7/5/2024,SKU100,13,Amazon,OSD,14,95.87,0,yes,yes,no,valid,,0,2646.73,,,WH4,Southwest,Fedex
14132,1495.97,7/5/2024,SKU118,37,Supervalu,OSD,38,56.58,2,yes,yes,no,partially invalid,pod supports partial shortages,149.8,1346.17,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,East,Fedex
14132,3434.52,7/5/2024,SKU109,3,Costco,OSD,3,59.27,5,yes,yes,no,invalid,pod does not support shortages,3434.52,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,East,Fedex
14132,4454.35,7/5/2024,SKU121,11,Walmart,OSD,15,93.04,4,yes,yes,no,partially invalid,pod supports partial shortages,1802.79,2651.56,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Southeast,Fedex
14132,1659.42,7/5/2024,SKU118,21,Supervalu,OSD,22,75.66,5,yes,yes,no,valid,,0,1659.42,,,WH2,West,Fedex
14132,3698.19,7/5/2024,SKU138,28,Supervalu,OSD,31,70.73,0,yes,yes,no,partially invalid,pod supports partial shortages,2647.87,1050.32,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,Midwest,Fedex
