invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,warehouse,region
12959,1448.7,2/12/2025,SKU145,25,Walmart,OSD,28,39.27,5,yes,yes,no,partially invalid,combined shipment,373.95,1074.75,Combined Shipment,WH4,Northwest
14482,4657.17,1/12/2025,SKU142,17,Meijer,OSD,17,93.66,0,yes,yes,no,partially invalid,load sequencing,2243.24,2413.93,Load Sequencing,WH3,East
10691,1381.95,12/16/2024,SKU133,18,BJ's,OSD,21,75.33,5,yes,yes,no,invalid,combined shipment,1381.95,0,Combined Shipment,WH4,Northeast
13442,818.83,4/6/2025,SKU134,41,Costco,OSD,45,42.54,0,yes,yes,no,invalid,combined shipment,818.83,0,Combined Shipment,WH1,East
12031,2029.15,11/30/2024,SKU131,41,Costco,OSD,43,51.48,3,yes,yes,no,invalid,unit_of_measurement,2029.15,0,Unit of Measurement,WH3,Northeast
13739,3710.88,10/20/2024,SKU111,4,Target,OSD,4,26.85,5,yes,yes,no,valid,,0,3710.88,,WH3,East
10520,560.57,5/14/2025,SKU114,46,Walmart,OSD,47,55.01,5,yes,yes,no,partially invalid,order split,131.48,429.09,Order Split,WH3,Southeast
11235,442.87,6/19/2025,SKU145,1,Supervalu,OSD,2,29.07,0,yes,yes,no,partially invalid,combined shipment,303.21,139.66,Combined Shipment,WH1,Northwest
14992,1280.84,10/13/2024,SKU144,27,BJ's,OSD,32,19.33,0,yes,yes,no,invalid,order split,1280.84,0,Order Split,WH3,Southeast
11710,886.91,11/29/2024,SKU123,49,BJ's,OSD,52,57,0,yes,yes,no,valid,,0,886.91,,WH3,Northeast
10290,3672.04,2/25/2025,SKU143,42,Supervalu,OSD,45,25.5,4,yes,yes,no,invalid,combined shipment,3672.04,0,Combined Shipment,WH1,Southwest
14431,1006.88,4/22/2025,SKU135,37,Walmart,OSD,42,43.09,0,yes,yes,no,invalid,product substitution,1006.88,0,Product Substitution,WH1,Southwest
13789,2381.45,4/19/2025,SKU150,34,Walmart,OSD,36,74.09,3,yes,yes,no,invalid,product substitution,2381.45,0,Product Substitution,WH2,West
12959,3675.82,2/12/2025,SKU100,4,Kroger,OSD,7,88.34,3,yes,yes,no,invalid,price mismatch,3675.82,0,Price Mismatch,WH3,Northwest
10592,3352.62,7/4/2024,SKU145,46,Meijer,OSD,50,17.95,3,yes,yes,no,invalid,combined shipment,3352.62,0,Combined Shipment,WH2,Southeast
11025,1549.46,8/10/2024,SKU122,18,Meijer,OSD,22,71.34,1,yes,yes,no,partially invalid,product substitution,171.41,1378.05,Product Substitution,WH4,East
14837,2007.46,5/18/2025,SKU143,26,Supervalu,OSD,28,73.95,1,yes,yes,no,valid,,0,2007.46,,WH4,Southeast
13609,3693.97,2/24/2025,SKU140,17,Walmart,OSD,21,25.14,4,yes,yes,no,invalid,order split,3693.97,0,Order Split,WH2,Southeast
14438,4876.47,7/13/2024,SKU104,40,Kroger,OSD,45,14.81,0,yes,yes,no,valid,,0,4876.47,,WH3,Southeast
14754,2105.69,8/1/2024,SKU133,42,Amazon,OSD,45,78.25,5,yes,yes,no,partially invalid,order split,887.88,1217.81,Order Split,WH3,Southwest
14740,3764.84,11/17/2024,SKU142,14,Costco,OSD,17,42.69,0,yes,yes,no,partially invalid,price mismatch,937.62,2827.22,Price Mismatch,WH2,East
10086,2846.94,2/14/2025,SKU105,21,Kroger,OSD,26,68.44,0,yes,yes,no,partially invalid,product substitution,1925.32,921.62,Product Substitution,WH1,East
12948,1606.56,3/30/2025,SKU127,28,Meijer,OSD,30,17.56,1,yes,yes,no,partially invalid,combined shipment,715.35,891.21,Combined Shipment,WH1,West
13755,4541.92,7/18/2024,SKU109,10,Meijer,OSD,13,11.37,0,yes,yes,no,valid,,0,4541.92,,WH2,South
12384,3033.59,9/13/2024,SKU119,37,Costco,OSD,37,80.08,2,yes,yes,no,partially invalid,product substitution,1644.17,1389.42,Product Substitution,WH1,Northwest
10266,3880.7,11/9/2024,SKU116,33,Amazon,OSD,33,47.53,1,yes,yes,no,valid,,0,3880.7,,WH3,Northwest
10443,4081.02,9/2/2024,SKU134,35,BJ's,OSD,36,67.95,1,yes,yes,no,invalid,price mismatch,4081.02,0,Price Mismatch,WH1,Southeast
14182,4207.78,11/1/2024,SKU113,42,BJ's,OSD,43,87.86,4,yes,yes,no,partially invalid,price mismatch,2512.5,1695.28,Price Mismatch,WH1,Northeast
12709,4358.59,10/7/2024,SKU130,24,Costco,OSD,27,47.43,2,yes,yes,no,invalid,order split,4358.59,0,Order Split,WH3,Northeast
10483,769.27,8/23/2024,SKU112,48,Meijer,OSD,53,33.98,0,yes,yes,no,partially invalid,unit_of_measurement,403.78,365.49,Unit of Measurement,WH3,Southwest
13978,2941.78,12/26/2024,SKU129,46,Walmart,OSD,46,21.93,5,yes,yes,no,partially invalid,price mismatch,977.49,1964.29,Price Mismatch,WH2,East
14083,3898.24,10/21/2024,SKU102,38,Kroger,OSD,43,11.81,5,yes,yes,no,valid,,0,3898.24,,WH1,Southeast
13278,873.53,8/21/2024,SKU131,13,Walmart,OSD,15,15.72,4,yes,yes,no,invalid,order split,873.53,0,Order Split,WH3,South
10514,1113.57,8/31/2024,SKU137,18,Supervalu,OSD,18,50.14,1,yes,yes,no,valid,,0,1113.57,,WH1,Southeast
10269,444.67,9/13/2024,SKU134,7,Walmart,OSD,11,14.48,1,yes,yes,no,partially invalid,unit_of_measurement,140.42,304.25,Unit of Measurement,WH3,South
10200,688.23,12/4/2024,SKU111,44,Target,OSD,45,48.64,3,yes,yes,no,partially invalid,unit_of_measurement,185.68,502.55,Unit of Measurement,WH1,Northeast
12296,3151.64,12/18/2024,SKU118,20,Amazon,OSD,22,22.44,1,yes,yes,no,valid,,0,3151.64,,WH3,Northwest
12349,1255.42,2/11/2025,SKU117,47,Supervalu,OSD,50,81.44,3,yes,yes,no,valid,,0,1255.42,,WH1,Midwest
14264,2557.71,7/28/2024,SKU135,33,Costco,OSD,38,11.29,4,yes,yes,no,valid,,0,2557.71,,WH4,Southeast
14964,1507.03,4/27/2025,SKU100,8,Kroger,OSD,10,32.93,1,yes,yes,no,invalid,price mismatch,1507.03,0,Price Mismatch,WH1,Southeast
14574,2943.83,10/11/2024,SKU118,35,Walmart,OSD,37,32.1,2,yes,yes,no,invalid,product substitution,2943.83,0,Product Substitution,WH4,Southwest
12127,3527.05,4/14/2025,SKU109,25,Costco,OSD,29,64.4,5,yes,yes,no,invalid,price mismatch,3527.05,0,Price Mismatch,WH3,East
12522,4344.91,10/23/2024,SKU121,5,Walmart,OSD,8,59.12,2,yes,yes,no,partially invalid,load sequencing,2197.11,2147.8,Load Sequencing,WH2,West
12922,4658.95,2/9/2025,SKU118,24,Target,OSD,24,24.03,2,yes,yes,no,partially invalid,load sequencing,2602.44,2056.51,Load Sequencing,WH1,East
14714,71.18,10/1/2024,SKU138,43,Kroger,OSD,43,78.02,4,yes,yes,no,partially invalid,unit_of_measurement,48.59,22.59,Unit of Measurement,WH2,Southeast
11063,891.67,11/6/2024,SKU110,22,Kroger,OSD,26,70.91,0,yes,yes,no,valid,,0,891.67,,WH1,East
13050,4585.91,9/28/2024,SKU138,37,Costco,OSD,39,39.27,5,yes,yes,no,partially invalid,combined shipment,3635.3,950.61,Combined Shipment,WH1,Northeast
11451,4655.6,4/19/2025,SKU125,9,Amazon,OSD,14,44.38,0,yes,yes,no,invalid,product substitution,4655.6,0,Product Substitution,WH4,Northwest
11108,4003.88,10/22/2024,SKU141,42,Dollar General,OSD,46,43.24,5,yes,yes,no,invalid,combined shipment,4003.88,0,Combined Shipment,WH4,West
12149,4023.34,1/25/2025,SKU102,10,BJ's,OSD,11,26.02,5,yes,yes,no,valid,,0,4023.34,,WH3,East
13145,996.64,8/14/2024,SKU143,10,Meijer,OSD,10,47.39,2,yes,yes,no,partially invalid,unit_of_measurement,738.63,258.01,Unit of Measurement,WH4,Northwest
10452,4792.88,6/3/2025,SKU128,32,Target,OSD,37,90.15,3,yes,yes,no,partially invalid,price mismatch,3170.61,1622.27,Price Mismatch,WH1,West
10155,4974.42,8/19/2024,SKU139,22,Kroger,OSD,23,71.67,0,yes,yes,no,valid,,0,4974.42,,WH4,Midwest
13765,2978.1,9/29/2024,SKU126,27,Walmart,OSD,30,97.49,0,yes,yes,no,invalid,product substitution,2978.1,0,Product Substitution,WH2,Midwest
11111,881.59,8/13/2024,SKU122,46,Meijer,OSD,47,78.62,0,yes,yes,no,invalid,order split,881.59,0,Order Split,WH2,West
11696,992.86,8/15/2024,SKU140,36,Supervalu,OSD,41,38.91,2,yes,yes,no,invalid,price mismatch,992.86,0,Price Mismatch,WH3,Northwest
10942,2667.2,1/29/2025,SKU112,23,BJ's,OSD,23,63.64,5,yes,yes,no,partially invalid,load sequencing,960.15,1707.05,Load Sequencing,WH1,Northwest
11564,2402.25,1/23/2025,SKU150,11,Walmart,OSD,11,92.1,1,yes,yes,no,valid,,0,2402.25,,WH1,Southeast
14132,4678.26,7/1/2024,SKU133,36,Supervalu,OSD,39,31.23,4,yes,yes,no,invalid,product substitution,4678.26,0,Product Substitution,WH1,Southwest
10950,672.28,7/1/2024,SKU137,30,Amazon,OSD,35,10.67,5,yes,yes,no,invalid,load sequencing,672.28,0,Load Sequencing,WH2,South
13806,2408.52,7/22/2024,SKU110,15,Supervalu,OSD,18,80.86,1,yes,yes,no,partially invalid,order split,2052.01,356.51,Order Split,WH4,Southwest
14519,1604.79,7/14/2024,SKU126,47,Dollar General,OSD,49,48.04,5,yes,yes,no,valid,,0,1604.79,,WH2,Northwest
13282,232.53,1/16/2025,SKU116,40,Amazon,OSD,40,55.91,5,yes,yes,no,valid,,0,232.53,,WH1,Southeast
10401,3663.91,10/7/2024,SKU145,22,Costco,OSD,24,31.4,5,yes,yes,no,partially invalid,combined shipment,1033.29,2630.62,Combined Shipment,WH1,Southwest
10483,1146.95,8/23/2024,SKU147,30,BJ's,OSD,32,22.72,4,yes,yes,no,invalid,load sequencing,1146.95,0,Load Sequencing,WH3,Northwest
11254,4290.14,1/25/2025,SKU132,1,Supervalu,OSD,5,57.46,4,yes,yes,no,valid,,0,4290.14,,WH1,Southeast
10134,66.16,8/19/2024,SKU127,17,Amazon,OSD,19,97.55,1,yes,yes,no,valid,,0,66.16,,WH3,Southwest
11308,1882.73,4/14/2025,SKU139,47,Meijer,OSD,47,30.49,2,yes,yes,no,partially invalid,combined shipment,251.39,1631.34,Combined Shipment,WH3,Northwest
12338,3981.19,11/30/2024,SKU139,13,Amazon,OSD,14,67.44,4,yes,yes,no,partially invalid,product substitution,723.53,3257.66,Product Substitution,WH2,Southwest
13044,2689.12,11/22/2024,SKU103,42,Dollar General,OSD,45,59.78,3,yes,yes,no,invalid,price mismatch,2689.12,0,Price Mismatch,WH3,West
13634,3936.69,7/19/2024,SKU117,19,Target,OSD,24,25.99,4,yes,yes,no,invalid,unit_of_measurement,3936.69,0,Unit of Measurement,WH1,West
13958,215.65,12/17/2024,SKU145,15,BJ's,OSD,19,19.43,5,yes,yes,no,valid,,0,215.65,,WH3,Southwest
14971,661.12,12/25/2024,SKU143,14,Walmart,OSD,14,27.65,4,yes,yes,no,valid,,0,661.12,,WH2,Northeast
10511,3209.59,1/12/2025,SKU124,27,Costco,OSD,31,92.8,2,yes,yes,no,partially invalid,combined shipment,873.3,2336.29,Combined Shipment,WH3,South
10581,1377.16,3/18/2025,SKU101,38,Walmart,OSD,38,17.59,5,yes,yes,no,partially invalid,load sequencing,376.34,1000.82,Load Sequencing,WH3,Southwest
13565,4222.42,7/6/2024,SKU138,9,Kroger,OSD,11,19.22,2,yes,yes,no,valid,,0,4222.42,,WH4,South
13854,721.31,3/23/2025,SKU125,19,Supervalu,OSD,22,78.68,3,yes,yes,no,invalid,load sequencing,721.31,0,Load Sequencing,WH4,East
11843,2934.3,9/15/2024,SKU139,17,Meijer,OSD,22,82.27,2,yes,yes,no,partially invalid,unit_of_measurement,2020.2,914.1,Unit of Measurement,WH1,Midwest
10529,293.79,3/28/2025,SKU103,36,Target,OSD,41,54.04,0,yes,yes,no,partially invalid,load sequencing,104.1,189.69,Load Sequencing,WH2,West
10366,2815.53,10/26/2024,SKU121,10,Costco,OSD,15,75.58,1,yes,yes,no,invalid,price mismatch,2815.53,0,Price Mismatch,WH2,South
12169,4030.41,9/20/2024,SKU146,38,Kroger,OSD,42,75.96,0,yes,yes,no,invalid,unit_of_measurement,4030.41,0,Unit of Measurement,WH1,West
14170,3967,10/13/2024,SKU147,45,Walmart,OSD,45,87.54,4,yes,yes,no,partially invalid,product substitution,2735.14,1231.86,Product Substitution,WH4,West
10508,4505.7,8/17/2024,SKU142,19,Walmart,OSD,21,38.02,1,yes,yes,no,partially invalid,price mismatch,785.9,3719.8,Price Mismatch,WH4,Northeast
12953,2870.6,11/9/2024,SKU147,35,Target,OSD,36,95.45,0,yes,yes,no,invalid,product substitution,2870.6,0,Product Substitution,WH1,East
14738,2457.71,5/14/2025,SKU127,6,Supervalu,OSD,6,34.29,5,yes,yes,no,invalid,unit_of_measurement,2457.71,0,Unit of Measurement,WH3,West
13627,2824.92,10/11/2024,SKU105,8,Amazon,OSD,13,59.67,0,yes,yes,no,invalid,unit_of_measurement,2824.92,0,Unit of Measurement,WH4,East
12507,3356.24,8/19/2024,SKU112,16,Amazon,OSD,19,25.21,1,yes,yes,no,invalid,combined shipment,3356.24,0,Combined Shipment,WH2,Midwest
12464,2704.57,2/6/2025,SKU135,43,Supervalu,OSD,46,61.97,2,yes,yes,no,valid,,0,2704.57,,WH1,East
14420,1325.36,12/1/2024,SKU105,34,Amazon,OSD,39,40.86,5,yes,yes,no,partially invalid,unit_of_measurement,716.61,608.75,Unit of Measurement,WH1,South
12273,1784.75,8/11/2024,SKU119,49,Supervalu,OSD,50,60.6,3,yes,yes,no,partially invalid,price mismatch,1366.91,417.84,Price Mismatch,WH4,Northeast
13924,3027.65,1/15/2025,SKU125,2,Target,OSD,3,64.97,0,yes,yes,no,partially invalid,order split,486.2,2541.45,Order Split,WH2,West
10393,3362.79,7/6/2024,SKU104,13,Costco,OSD,13,60.24,1,yes,yes,no,valid,,0,3362.79,,WH4,East
14226,2154.94,12/25/2024,SKU104,28,Target,OSD,30,29.48,3,yes,yes,no,valid,,0,2154.94,,WH1,West
14530,2326.62,12/22/2024,SKU144,50,BJ's,OSD,51,16.76,2,yes,yes,no,partially invalid,combined shipment,893.58,1433.04,Combined Shipment,WH1,Midwest
10059,3421.96,1/26/2025,SKU144,48,Costco,OSD,50,28.1,5,yes,yes,no,valid,,0,3421.96,,WH2,Midwest
11080,4426.77,5/16/2025,SKU107,28,Meijer,OSD,32,63.44,5,yes,yes,no,invalid,order split,4426.77,0,Order Split,WH3,Midwest
11098,1922.43,10/31/2024,SKU126,4,BJ's,OSD,9,88.56,4,yes,yes,no,valid,,0,1922.43,,WH4,Midwest
13098,3763.99,4/26/2025,SKU135,47,Costco,OSD,48,61.25,2,yes,yes,no,valid,,0,3763.99,,WH2,East
11123,3818.1,4/22/2025,SKU147,32,Meijer,OSD,33,81.74,1,yes,yes,no,invalid,order split,3818.1,0,Order Split,WH1,Southeast
11379,3679.48,4/22/2025,SKU134,40,Supervalu,OSD,41,33.65,4,yes,yes,no,partially invalid,product substitution,1296.21,2383.27,Product Substitution,WH3,Midwest
11419,848.34,10/30/2024,SKU146,30,BJ's,OSD,31,93.85,2,yes,yes,no,valid,,0,848.34,,WH2,Southwest
10540,804.21,1/12/2025,SKU113,20,Meijer,OSD,20,12.71,2,yes,yes,no,invalid,price mismatch,804.21,0,Price Mismatch,WH3,Southeast
13578,2323.98,2/17/2025,SKU109,5,Dollar General,OSD,10,51.09,2,yes,yes,no,invalid,combined shipment,2323.98,0,Combined Shipment,WH2,Southwest
14497,1714.98,12/20/2024,SKU120,37,Costco,OSD,39,92.35,4,yes,yes,no,partially invalid,load sequencing,1344.86,370.12,Load Sequencing,WH4,East
13860,1976.88,9/8/2024,SKU139,18,Walmart,OSD,22,40.97,5,yes,yes,no,partially invalid,unit_of_measurement,880.88,1096,Unit of Measurement,WH2,Midwest
12298,4882.61,12/24/2024,SKU106,3,Supervalu,OSD,8,55.37,4,yes,yes,no,valid,,0,4882.61,,WH2,Northwest
12874,4829.04,8/31/2024,SKU145,24,BJ's,OSD,25,26.73,1,yes,yes,no,invalid,load sequencing,4829.04,0,Load Sequencing,WH3,Southwest
10974,4746.75,4/9/2025,SKU142,31,Costco,OSD,32,32.16,0,yes,yes,no,valid,,0,4746.75,,WH1,West
13792,1838.02,8/10/2024,SKU114,19,BJ's,OSD,24,47.81,1,yes,yes,no,invalid,combined shipment,1838.02,0,Combined Shipment,WH1,South
10160,3337.05,4/28/2025,SKU140,3,Supervalu,OSD,8,67.11,1,yes,yes,no,invalid,combined shipment,3337.05,0,Combined Shipment,WH4,Southwest
13957,432.07,5/1/2025,SKU129,14,Supervalu,OSD,19,80.66,5,yes,yes,no,invalid,product substitution,432.07,0,Product Substitution,WH4,South
11020,141.18,1/3/2025,SKU123,31,Supervalu,OSD,32,30.27,5,yes,yes,no,partially invalid,price mismatch,71.22,69.96,Price Mismatch,WH4,Northeast
12749,4333.21,6/14/2025,SKU141,42,BJ's,OSD,44,19.28,4,yes,yes,no,valid,,0,4333.21,,WH1,Northeast
12158,2813.63,11/16/2024,SKU105,19,Costco,OSD,24,64.23,0,yes,yes,no,invalid,price mismatch,2813.63,0,Price Mismatch,WH4,Southwest
12484,1687.18,3/7/2025,SKU132,40,Amazon,OSD,41,87.62,2,yes,yes,no,invalid,unit_of_measurement,1687.18,0,Unit of Measurement,WH2,Northeast
10614,584.97,3/31/2025,SKU148,43,Costco,OSD,44,10.13,5,yes,yes,no,invalid,combined shipment,584.97,0,Combined Shipment,WH4,South
10258,1905.12,8/22/2024,SKU118,31,Walmart,OSD,34,62.92,3,yes,yes,no,valid,,0,1905.12,,WH3,Southwest
12822,807.97,3/5/2025,SKU126,17,Amazon,OSD,21,77.69,2,yes,yes,no,partially invalid,order split,83.32,724.65,Order Split,WH2,Southeast
13686,3275.43,9/24/2024,SKU113,5,BJ's,OSD,7,45.62,0,yes,yes,no,invalid,load sequencing,3275.43,0,Load Sequencing,WH3,Northwest
12416,2312.63,8/3/2024,SKU141,11,Meijer,OSD,12,17.17,4,yes,yes,no,partially invalid,load sequencing,417.52,1895.11,Load Sequencing,WH1,West
13296,2198.33,7/1/2024,SKU112,28,Supervalu,OSD,31,84.32,2,yes,yes,no,invalid,order split,2198.33,0,Order Split,WH2,Northeast
14027,2771.13,2/1/2025,SKU143,5,Costco,OSD,7,18.76,2,yes,yes,no,valid,,0,2771.13,,WH2,Midwest
12292,73.14,11/17/2024,SKU116,48,Kroger,OSD,50,98.54,4,yes,yes,no,valid,,0,73.14,,WH2,Northeast
12393,4963.23,8/3/2024,SKU133,5,Amazon,OSD,9,14.92,3,yes,yes,no,invalid,load sequencing,4963.23,0,Load Sequencing,WH2,Southeast
13931,3256.85,4/30/2025,SKU138,20,BJ's,OSD,21,21.2,4,yes,yes,no,valid,,0,3256.85,,WH1,Northwest
14198,3990.8,5/15/2025,SKU140,15,Amazon,OSD,18,58.46,2,yes,yes,no,invalid,price mismatch,3990.8,0,Price Mismatch,WH4,East
12733,2122.44,10/24/2024,SKU105,7,Supervalu,OSD,8,62.47,1,yes,yes,no,valid,,0,2122.44,,WH3,East
13887,1833.25,9/6/2024,SKU126,45,Meijer,OSD,47,90.49,2,yes,yes,no,valid,,0,1833.25,,WH3,South
11221,2480.15,4/17/2025,SKU101,14,Dollar General,OSD,15,38.41,3,yes,yes,no,partially invalid,unit_of_measurement,1964.8,515.35,Unit of Measurement,WH1,South
13508,2588.08,11/17/2024,SKU142,21,Dollar General,OSD,25,69.37,3,yes,yes,no,invalid,load sequencing,2588.08,0,Load Sequencing,WH1,Southwest
14336,3887.89,8/21/2024,SKU144,50,Costco,OSD,54,30.05,5,yes,yes,no,invalid,order split,3887.89,0,Order Split,WH3,West
13358,1179.83,6/24/2025,SKU132,4,Meijer,OSD,5,97.59,2,yes,yes,no,partially invalid,load sequencing,536.74,643.09,Load Sequencing,WH4,South
11681,3729.74,3/27/2025,SKU142,37,Supervalu,OSD,39,21.49,3,yes,yes,no,invalid,unit_of_measurement,3729.74,0,Unit of Measurement,WH3,Northeast
10953,696.05,3/15/2025,SKU115,13,Meijer,OSD,13,63.71,5,yes,yes,no,partially invalid,price mismatch,517.7,178.35,Price Mismatch,WH4,Northeast
10813,4444.42,3/11/2025,SKU109,50,Kroger,OSD,54,48.41,3,yes,yes,no,partially invalid,order split,1668.68,2775.74,Order Split,WH1,Northwest
11595,1613.74,7/22/2024,SKU125,29,Meijer,OSD,29,34.25,1,yes,yes,no,partially invalid,load sequencing,310.33,1303.41,Load Sequencing,WH2,Northwest
10018,1874.37,9/16/2024,SKU126,45,Walmart,OSD,50,93.74,5,yes,yes,no,invalid,combined shipment,1874.37,0,Combined Shipment,WH1,Northwest
14142,2925.74,12/14/2024,SKU143,18,Amazon,OSD,21,84.92,4,yes,yes,no,partially invalid,price mismatch,797.63,2128.11,Price Mismatch,WH2,Southeast
13143,533.19,8/28/2024,SKU105,25,Amazon,OSD,28,79.29,5,yes,yes,no,valid,,0,533.19,,WH1,West
14992,1080.53,10/13/2024,SKU136,15,Target,OSD,15,54.37,0,yes,yes,no,partially invalid,unit_of_measurement,288.52,792.01,Unit of Measurement,WH4,Northeast
14737,2962.05,3/4/2025,SKU119,42,Walmart,OSD,47,55.29,5,yes,yes,no,invalid,product substitution,2962.05,0,Product Substitution,WH4,Southwest
10103,2118.9,6/4/2025,SKU149,17,Kroger,OSD,22,70.88,4,yes,yes,no,partially invalid,price mismatch,952.11,1166.79,Price Mismatch,WH1,Northwest
10891,3575.35,9/6/2024,SKU116,37,Amazon,OSD,39,38.34,5,yes,yes,no,partially invalid,unit_of_measurement,1099.17,2476.18,Unit of Measurement,WH4,Midwest
12088,1530.59,9/11/2024,SKU128,43,Walmart,OSD,47,58.95,0,yes,yes,no,partially invalid,order split,938.58,592.01,Order Split,WH2,Midwest
14706,4819.54,7/13/2024,SKU112,44,BJ's,OSD,48,25.05,1,yes,yes,no,valid,,0,4819.54,,WH1,Midwest
11817,166.21,7/20/2024,SKU119,26,Costco,OSD,28,26.36,3,yes,yes,no,invalid,order split,166.21,0,Order Split,WH3,South
13057,4087.65,7/21/2024,SKU101,15,Costco,OSD,19,23.86,0,yes,yes,no,invalid,order split,4087.65,0,Order Split,WH4,East
11356,3694.5,8/18/2024,SKU119,14,Target,OSD,18,57.32,5,yes,yes,no,partially invalid,load sequencing,2742.53,951.97,Load Sequencing,WH1,South
14751,3756.69,10/28/2024,SKU131,28,BJ's,OSD,28,49.26,1,yes,yes,no,valid,,0,3756.69,,WH3,West
10799,3314.96,4/3/2025,SKU116,14,Supervalu,OSD,17,23.23,0,yes,yes,no,valid,,0,3314.96,,WH1,East
14750,2166.31,2/4/2025,SKU106,8,Dollar General,OSD,10,78.11,2,yes,yes,no,partially invalid,product substitution,1692.66,473.65,Product Substitution,WH1,Northeast
11816,1069.75,7/17/2024,SKU139,37,Amazon,OSD,39,50.83,2,yes,yes,no,invalid,load sequencing,1069.75,0,Load Sequencing,WH1,Southeast
10654,2163.66,2/9/2025,SKU132,27,Walmart,OSD,32,44.96,3,yes,yes,no,valid,,0,2163.66,,WH4,Northwest
12654,1766.04,1/17/2025,SKU148,1,Walmart,OSD,1,86.12,5,yes,yes,no,invalid,combined shipment,1766.04,0,Combined Shipment,WH4,Northeast
11414,4007.31,11/19/2024,SKU130,31,Walmart,OSD,35,42.28,3,yes,yes,no,invalid,combined shipment,4007.31,0,Combined Shipment,WH1,Northeast
14877,3670.06,9/10/2024,SKU140,37,Dollar General,OSD,41,65.1,1,yes,yes,no,partially invalid,load sequencing,1196.56,2473.5,Load Sequencing,WH3,Northeast
13685,3231.27,9/28/2024,SKU129,18,Kroger,OSD,23,71.38,1,yes,yes,no,valid,,0,3231.27,,WH1,Midwest
12532,2702.39,3/26/2025,SKU100,14,Amazon,OSD,19,27.67,0,yes,yes,no,valid,,0,2702.39,,WH1,Northwest
11899,4639.47,11/22/2024,SKU146,15,BJ's,OSD,15,61.34,0,yes,yes,no,invalid,combined shipment,4639.47,0,Combined Shipment,WH2,Northeast
11901,4009.35,11/20/2024,SKU131,44,Costco,OSD,49,84.74,5,yes,yes,no,valid,,0,4009.35,,WH4,South
14727,763.03,1/24/2025,SKU123,11,Meijer,OSD,14,20.05,3,yes,yes,no,valid,,0,763.03,,WH3,Southwest
13910,102.62,6/22/2025,SKU134,15,Dollar General,OSD,15,20.39,2,yes,yes,no,partially invalid,combined shipment,56.17,46.45,Combined Shipment,WH4,West
14988,2410.53,6/29/2025,SKU104,37,Dollar General,OSD,38,39.99,0,yes,yes,no,partially invalid,order split,900.14,1510.39,Order Split,WH4,Southeast
13565,1943.25,7/6/2024,SKU150,44,Target,OSD,48,69.3,5,yes,yes,no,partially invalid,combined shipment,1385.29,557.96,Combined Shipment,WH3,Northwest
10393,2375.88,7/6/2024,SKU115,50,Costco,OSD,52,53.91,4,yes,yes,no,valid,,0,2375.88,,WH1,Midwest
11321,2149.74,8/28/2024,SKU130,48,Supervalu,OSD,51,66.53,2,yes,yes,no,valid,,0,2149.74,,WH3,Northeast
14439,4557.22,2/28/2025,SKU126,31,Target,OSD,33,85.48,5,yes,yes,no,partially invalid,order split,2706.62,1850.6,Order Split,WH1,Southeast
10219,4777.23,2/7/2025,SKU141,16,Dollar General,OSD,20,41.81,5,yes,yes,no,partially invalid,product substitution,1662.88,3114.35,Product Substitution,WH3,Northwest
11521,268.29,8/6/2024,SKU141,50,Kroger,OSD,55,98.68,4,yes,yes,no,partially invalid,price mismatch,82.21,186.08,Price Mismatch,WH4,Northeast
13408,278.11,7/20/2024,SKU147,34,Costco,OSD,35,40.76,2,yes,yes,no,invalid,product substitution,278.11,0,Product Substitution,WH3,Northeast
13901,1758.19,5/18/2025,SKU146,30,Supervalu,OSD,32,56.19,2,yes,yes,no,valid,,0,1758.19,,WH1,Southeast
12822,3974.07,3/5/2025,SKU130,46,Kroger,OSD,46,58.62,5,yes,yes,no,invalid,combined shipment,3974.07,0,Combined Shipment,WH2,Northeast
14825,3022.07,3/27/2025,SKU102,21,Meijer,OSD,26,31.07,0,yes,yes,no,invalid,product substitution,3022.07,0,Product Substitution,WH2,South
11027,3330.3,5/21/2025,SKU146,19,Amazon,OSD,19,90.3,2,yes,yes,no,invalid,combined shipment,3330.3,0,Combined Shipment,WH1,West
13834,2129.19,1/14/2025,SKU134,26,BJ's,OSD,31,89.09,4,yes,yes,no,valid,,0,2129.19,,WH1,Northeast
10543,1504.02,6/12/2025,SKU150,6,BJ's,OSD,7,83.49,0,yes,yes,no,valid,,0,1504.02,,WH3,Southeast
11028,3892.42,5/5/2025,SKU117,17,Costco,OSD,20,29.96,1,yes,yes,no,invalid,product substitution,3892.42,0,Product Substitution,WH4,East
